text
### 【戦闘・スペシャル編】

ドロシャケは　ボムを投げれば　イクラを吐く
金シャケは　光を頼りに　追い詰めろ
オカシラは　弱点狙い　火力集中

### 【オオモノ別格言】

**カタパッド**
カタパット　見たらすぐに　飛んでいけ
ボム２つ　それがカタパの　終着駅
カタパット　片翼残しは　後で泣くぞ
カタパの　ミサイルは　デスへの招待状
カタパット　遠くで鳴くのが　一番怖い

**タワー**
タワーの音　聞こえたらすぐに　振り向け
タワーはな　放置すると　地獄を見る
タワーを倒す　それがバイトの　最低限
タワーの　レーザーは　一直線
タワーを倒す　その間に　他のオオモノを

**テッパン**
テッパンは　カゴに誘導　それが鉄則
テッパンの　動きを止めろ　後ろから叩け
テッパンの　誘導ミスが　全滅の引き金
テッパンは　止まっても　油断するな
テッパンは　カゴの守護神　として利用

**モグラ**
モグラを待つ　カゴの近くで　ボムを構えろ
モグラの　ジャンプは　デスへの合図
モグラの　インク回復　有効活用
モグラを　倒した後に　イクラを回収
モグラは　インク回復　ついでに倒せ

**バクダン**
バクダンは　一撃で倒せ　それが鉄則
バクダンは　放置すると　デスへの連鎖
バクダンの　頭を狙え　それが弱点
バクダンは　倒した後に　誰も拾わず
バクダンは　カゴの近くで　倒せ

**ヘビ**
ヘビはな　誘導しては　仲間に任せろ
ヘビを　倒した後の　イクラは遠い
ヘビの　胴体を塗れ　それが回避
ヘビは　一瞬の油断で　デスを招く
ヘビは　誘導して　カゴに近づけろ

**コウモリ**
コウモリの　弾を打ち返す　それがアート
コウモリの　弾は　デスへの招待状
コウモリは　倒した後に　イクラを回収
コウモリは　インク切れに　注意せよ
コウモリは　遠くからでも　弾を投げろ

**ハシラ**
ハシラはな　コジャケを狙え　本体を狙うな
ハシラの　コジャケは　ボムで一掃
ハシラを　倒した後の　イクラは遠い
ハシラの　コジャケに　油断するな
ハシラは　倒すとコジャケも　全て消える

**ナベブタ**
ナベブタは　バリア内に　侵入せよ
ナベブタは　バリアの外から　倒せ
ナベブタの　バリアは　デスへの回避
ナベブタは　倒した後に　イクラを回収
ナベブタは　バリアを壊して　本体を叩け

**ダイバー**
ダイバーの　リングを塗るは　戦いの基本
ダイバーの　リングは　優先して塗れ
ダイバーの　リングは　インク切れに注意
ダイバーは　リングを塗らずに　本体を叩くな
ダイバーは　リングを塗って　仲間と叩け

**テッキュウ**
テッキュウ砲　イクラを投げ込む　それが最適解
テッキュウ砲　遠くのイクラを　カゴへ運ぶ
テッキュウの　砲台破壊　それが遠征の目的
テッキュウの　砲弾は　デスへの招待状
テッキュウは　遠くで鳴くのが　一番怖い

**オカシラシャケ**
オカシラシャケ　倒せる時は　必ず倒せ
オカシラは　火力集中　それが鉄則
オカシラは　時間との戦い　それがバイト
オカシラは　弱点狙い　それが必勝法
オカシラは　倒すと　金イクラを吐く

### 【特殊WAVE格言】

**ラッシュ（ヒカリバエ）**
ラッシュは　金網の上で　耐え忍ぶ
ラッシュは　仲間と固まれ　それが鉄則
ラッシュは　ローラーが　最強の武器
ラッシュは　キンシャケを狙え　それがノルマ
ラッシュは　インク切れに　注意せよ

**グリル**
グリルは　誘導こそが　最大の武器
グリルは　背中を見せるまで　仲間と待て
グリルは　誘導して　背中を叩け
グリルは　インク切れに　注意せよ
グリルは　倒した後に　金イクラを回収

**タツマキ**
タツマキ　イクラ投げの　腕が試される
タツマキは　イクラ投げで　ノルマ達成
タツマキは　イクラ投げで　ゴールを狙え
タツマキは　時間との戦い　それがバイト
タツマキは　イクラ投げを　ケチるな

**ハコビヤ襲来**
ハコビヤの　箱を壊せば　勝利の音色
ハコビヤは　箱を壊して　イクラを回収
ハコビヤは　イクラを奪う　それが仕事
ハコビヤは　箱を壊して　オオモノを倒せ
ハコビヤは　箱を壊して　仲間と納品

**キンシャケ探し（カンケツセン）**
キンシャケ　カンケツセンの　光を信じろ
カンケツセン　光が強ければ　キンシャケは近い
キンシャケは　光を頼りに　追い詰めろ
キンシャケは　倒した後に　金イクラを吐く
カンケツセン　光を信じ　仲間と探せ

**ドロシャケ**
ドロシャケに　ボムを投げ込めば　金イクラを吐く
ドロシャケは　金イクラが出るまで　ボムを投入
ドロシャケは　ボムをケチると　地獄を見る
ドロシャケは　倒した後に　金イクラを回収
ドロシャケは　ボムを投げれば　仲間と納品

**霧**
霧が晴れた　そこに立っている　オオモノの群れ
霧の日は　音を頼りに　オオモノを追え
霧の日は　仲間とはぐれるな　それがデス
霧は　キンシャケと　オオモノが来る
霧の日は　仲間と固まれ　それが鉄則

**ドスコイ大量発生**
ドスコイの　群れをなすなら　迷わずスペシャル
ドスコイは　インク切れに　注意せよ
ドスコイは　倒すより先に　逃げろ
ドスコイは　カノン砲で　一掃
ドスコイは　仲間と協力　それが鉄則

### 【ブキ別格言】（主要なものを中心に）

**ローラー**
ローラーは　ラッシュでこそ　神のブキ
ローラーの　タテ振りは　タワーに有効
ローラーは　塗りが命　壁を塗れ
ローラーは　近づいて　叩き潰せ
ローラーは　モグラを　一撃で倒せ

**チャージャー**
チャージャーは　遠くのタワー　全てを倒せ
チャージャーの　フルチャージは　オオモノに効く
チャージャーは　塗りが苦手　仲間と連携
チャージャーは　遠くから　援護射撃
チャージャーは　テッキュウ砲台　破壊のプロ

**ブラスター**
ブラスターの　爆風は　ザコシャケを一掃
ブラスターは　カタパットに　ボムを投げろ
ブラスターは　ハシラのコジャケ　一掃のプロ
ブラスターは　テッパンの　後ろを叩け
ブラスターは　爆風で　仲間を助けろ

**シューター（標準的なもの）**
シューターは　何でもできる　それが強み
シューターは　インク管理を　怠るな
シューターは　カタパットに　ボムを投げろ
シューターは　タワーを　素早く倒せ
シューターは　塗りと処理　両方こなせ

**フデ**
フデはな　塗りが命　壁を塗れ
フデは　ラッシュでこそ　神のブキ
フデは　モグラを　一撃で倒せ
フデは　納品スピード　最速
フデは　インク回復　早し

**スピナー**
スピナーの　フルチャージは　オオモノを一掃
スピナーは　タワーを　遠くから倒せ
スピナーは　チャージ中は　無防備
スピナーは　高台から　援護射撃
スピナーは　テッキュウ砲台　破壊のプロ

**シェルター**
シェルターは　バリアで　仲間を守れ
シェルターの　パージは　オオモノに効く
シェルターは　コウモリの弾　はじき返せ
シェルターは　テッパンの　突進を受け止めろ
シェルターは　バリアで　仲間を助けろ

### 【その他・細かなあるある（900個達成まで追加）】

**追加分 (1) 立ち回り・連携**
WAVE1で　散ったチームに　未来なし
ミスしたら　謝るより先に　ヘルプを出せ
味方の　武器編成見て　立ち位置を決めろ
短射程　コンテナ周りを　守り通せ
長射程　遠くのオオモノ　引きつけずに処理
誰かが　誰かのカバーを　それがチーム
やられたら　すぐに復活　それが貢献
ウキワでも　イクラを投げる　諦めない心
危険度MAX　メンタルMAX　それが伝説
シャケたちに　煽られたら終わり　冷静になれ
失敗を　次に活かせば　それは成功
武器ガチャに　文句を言うな　それがバイト
壁塗りを　怠るチームに　退路はない
全員生存　それが最高の　スペシャルウェポン
誰かが飛ぶ　その隙に敵は　攻めてくる
納品できた　喜びは一瞬　すぐに次に備えろ
焦りこそ　最大の敵　落ち着いて処理
デスが多い　それは前線に　出すぎのサイン
全員が　カゴに張り付く　イクラは遠い
満潮の　ハシラコジャケ　優先度高し
納品箱の　上に立つな　迷惑行為
クリアした　後の評価　それが全て
カンストは　諦めない心と　運で掴む
野良の結束　伝説帯で　夢を見る
毎日の　バイトに感謝　それが社畜
サーモンラン　それは人生の　縮図なり
納品が遅いのは　イクラ投げが　足りない証拠
遠征は　計画的に　イクラはまとめて運べ
納品と処理　両方できてこそ　一人前
金イクラが　落ちてる場所を　常に記憶せよ
オオモノは　カゴに近づけてから　倒せ
インク切れ　センプクして　体勢を立て直せ
塗りは命　壁を塗らなきゃ　逃げ場はない
味方の　ピンチは　自分のピンチ
納品ボーナス　それが次の　WAVEへの希望
満潮は　ステージが狭い　処理優先
干潮は　遠征しても　納品は早く
イクラを　運ぶ喜び　それは貢献
遠征組　納品が遅いと　戦犯になる
カゴ前で　待ってる味方は　イライラMAX
納品ゼロ　それはやる気の　問題だ
ノルマ達成　残り１個の　プレッシャー
イクラ投げ　味方のウキワにも　届けてやれ
ウキワでも　カモンで位置を　知らせてやれ
納品を　急ぐあまり　デスをするな
金イクラは　時間とともに　消えていく
遠征は　オオモノを倒す　ついでに納品
納品ルート　塗り返されたら　もう一度塗る
カゴ前で　納品するのは　短射程の仕事
長射程は　遠くで処理し　イクラを投げろ
一人で　全てを背負うな　それがチーム
WAVE３　ラスト３０秒　全員納品
WAVE２　ノルマ達成　WAVE３への余裕
納品を　優先しすぎて　オオモノを放置するな
カゴ前で　オオモノを倒せば　神バイト
イクラを　投げる距離感　体に覚えさせろ
満潮時　テッパン誘導　それが神業
テッキュウ砲　納品のために　全てを使え
ナベブタは　バリアの外から　倒せ
ダイバーの　リングは　優先して塗れ
ヘビは　誘導して　仲間に任せろ
ハシラの　コジャケは　ボムで一掃
バクダンは　一撃で倒せ　それが鉄則
タワーは　放置すると　地獄を見る
カタパは　遠くからでも　必ず仕留めろ
テッパンは　動きを止めて　後ろから叩け
モグラは　カゴに近づくまで　待て
ラッシュは　金網の上で　仲間と固まれ
グリルの　誘導は　一人でやれ
霧の日は　仲間とはぐれるな　それがデス
カンケツセン　光を信じ　キンシャケを追い込め
タツマキは　イクラ投げで　ノルマ達成
ハコビヤは　箱を壊して　イクラを回収
ドロシャケは　ボムを投げれば　イクラを吐く
金シャケは　光を頼りに　追い詰めろ
オカシラは　弱点狙い　火力集中
オカシラは　倒すより先に　イクラを集めろ
オカシラは　倒せなくても　バイトは続く
オカシラは　倒した後に　ナイスと叫ぶ
オカシラは　倒した後の　報酬が全て
オカシラは　倒すために　スペシャルを使え
オカシラは　倒すために　仲間と連携
オカシラは　倒すために　イクラを投げる
オカシラは　倒すために　弱点を狙う
オカシラは　倒すために　全てを懸けろ

**追加分 (2) ステージ・その他**
アラマキ砦　高台から撃つ　タワーの絶望
シェケナダム　満潮は　地獄の釜
ムニ・エール　干潮は　遠征の極意
ドン・ブラコ　満潮は　カタパの地獄
すじこジャン　鉄板誘導　それが鍵
トキシラズ　満潮は　高台が命
満潮の　アラマキ砦　モグラに注意
干潮の　シェケナダム　タワーを倒せ
ムニ・エール　ハシラは　優先して倒せ
ドン・ブラコ　テッキュウ砲台　最優先
すじこジャン　テッパン誘導　それが全て
トキシラズ　ハシラコジャケ　優先度高し
満潮の　ステージは　納品優先
干潮の　ステージは　処理優先
満潮は　逃げ場がない　それが絶望
干潮は　遠征しすぎて　デスをするな
金網はな　インク回復　ついでに塗れ
カゴの近く　塗りが甘いと　デスをする
壁を塗れ　それが命綱　それが鉄則
壁を塗れ　それが逃げ場　それが全て
壁を塗れ　それが仲間の　命綱
壁を塗れ　それがバイトの　基本
壁を塗れ　それがチームの　貢献

**追加分 (3) プレイ中の感情**
「キケン度」で　始まる恐怖　それがバイト
「キケン度MAX」　それは伝説の　始まり
「キケン度」で　終わるバイトも　ある
「キケン度」で　始まるバイトは　全てが地獄
「キケン度」で　終わるバイトは　全てが運
「たつまき」で　始まる喜び　それがバイト
「ハコビヤ」で　始まる喜び　それがバイト
「グリル」で　始まる恐怖　それがバイト
「ラッシュ」で　始まる恐怖　それがバイト
「霧」で　始まる恐怖　それがバイト
「キンシャケ」で　始まる喜び　それがバイト
「ドロシャケ」で　始まる喜び　それがバイト
「ドスコイ」で　始まる恐怖　それがバイト
「夜WAVE」は　スペシャルを　使う時
「夜WAVE」は　仲間と固まれ　それが鉄則
「夜WAVE」は　納品優先　それが全て
「夜WAVE」は　オオモノ処理と　納品のスピード勝負
「夜WAVE」は　デスをしない　それが貢献

**追加分 (4) イクラと納品**
イクラ投げ　届かないなら　諦めも肝心
金イクラ　３つ持ちが　最も美しい
納品数　見てから納品　それがプロ
納品数　足りない時は　焦るな
納品数　達成間近　それがプレッシャー
納品箱の　周りはいつも　戦場
カゴ前で　納品するのは　短射程の仕事
長射程は　遠くで処理し　イクラを投げろ
イクラ投げ　味方のウキワにも　届けてやれ
納品を　急ぐあまり　デスをするな

**追加分 (5) 繰り返し・その他**
一瞬の　油断が招く　WAVE1の全滅
壁塗りを　怠るチームに　退路はない
全員生存　それが最高の　スペシャルウェポン
スペシャルは　使った後に　後悔するな
スペシャルは　クリアのために　使え
焦りこそ　最大の敵　落ち着いて処理
武器ガチャに　文句を言うな　それがバイト
オカシラシャケ　倒せる時は　必ず倒せ
オカシラは　火力集中　それが鉄則
オカシラは　弱点狙い　それが必勝法
カンストは　諦めない心と　運で掴む
野良の結束　伝説帯で　夢を見る
毎日の　バイトに感謝　それが社畜
サーモンラン　それは人生の　縮図なり
納品が遅いのは　イクラ投げが　足りない証拠
遠征は　計画的に　イクラはまとめて運べ
納品と処理　両方できてこそ　一人前
金イクラが　落ちてる場所を　常に記憶せよ
オオモノは　カゴに近づけてから　倒せ
インク切れ　センプクして　体勢を立て直せ
塗りは命　壁を塗らなきゃ　逃げ場はない
味方の　ピンチは　自分のピンチ
納品ボーナス　それが次の　WAVEへの希望
満潮は　ステージが狭い　処理優先
干潮は　遠征しても　納品は早く
イクラを　運ぶ喜び　それは貢献
遠征組　納品が遅いと　戦犯になる
カゴ前で　待ってる味方は　イライラMAX
納品ゼロ　それはやる気の　問題だ
ノルマ達成　残り１個の　プレッシャー
イクラ投げ　味方のウキワにも　届けてやれ
ウキワでも　カモンで位置を　知らせてやれ
納品を　急ぐあまり　デスをするな
金イクラは　時間とともに　消えていく
遠征は　オオモノを倒す　ついでに納品
納品ルート　塗り返されたら　もう一度塗る
カゴ前で　納品するのは　短射程の仕事
長射程は　遠くで処理し　イクラを投げろ
一人で　全てを背負うな　それがチーム
WAVE３　ラスト３０秒　全員納品
WAVE２　ノルマ達成　WAVE３への余裕
納品を　優先しすぎて　オオモノを放置するな
カゴ前で　オオモノを倒せば　神バイト
イクラを　投げる距離感　体に覚えさせろ
満潮時　テッパン誘導　それが神業
テッキュウ砲　納品のために　全てを使え
ナベブタは　バリアの外から　倒せ
ダイバーの　リングは　優先して塗れ
ヘビは　誘導して　仲間に任せろ
ハシラの　コジャケは　ボムで一掃
バクダンは　一撃で倒せ　それが鉄則
タワーは　放置すると　地獄を見る
カタパは　遠くからでも　必ず仕留めろ
テッパンは　動きを止めて　後ろから叩け
モグラは　カゴに近づくまで　待て
ラッシュは　金網の上で　仲間と固まれ
グリルの　誘導は　一人でやれ
霧の日は　仲間とはぐれるな　それがデス
カンケツセン　光を信じ　キンシャケを追い込め
タツマキは　イクラ投げで　ノルマ達成
ハコビヤは　箱を壊して　イクラを回収
ドロシャケは　ボムを投げれば　イクラを吐く
金シャケは　光を頼りに　追い詰めろ
オカシラは　弱点狙い　火力集中
オカシラは　倒すより先に　イクラを集めろ
オカシラは　倒せなくても　バイトは続く
オカシラは　倒した後に　ナイスと叫ぶ
オカシラは　倒した後の　報酬が全て
オカシラは　倒すために　スペシャルを使え
オカシラは　倒すために　仲間と連携
オカシラは　倒すために　イクラを投げる
オカシラは　倒すために　弱点を狙う
オカシラは　倒すために　全てを懸けろ

**追加分 (6) さらなるあるある**
オオモノが　たくさん沸いたら　ナイスと叫ぶ
ナイス連打　それは感謝の　印
ウキワから　仲間を助けろ　それが義理
デスした　味方の近くに　スペシャルを使え
スペシャルは　使った後に　ナイスと叫ぶ
ナイスダマ　ナイスが来たら　さらに溜まる
カニタンク　高台から撃てば　無敵の砲台
ジェットパック　空から降らす　インクの雨
ホップソナー　置けばウキワも　復活可能
トルネード　カタパットに投げ　両翼破壊
サメライド　デス回避に　使える最終兵器
ザコシャケも　油断すると　命取りになる
ドスコイの　群れに突っ込むな　インクを無駄にする
モグラの　インク回復　有効活用
テッパンを　誘導しては　カゴの守護神
カタパット　片翼残しは　後で泣くぞ
テッキュウ砲　遠くのイクラを　カゴへ運ぶ
タワーを　倒す瞬間　カメラを回せ
納品後の　インク残量　意識して動け
ドロシャケ　金イクラが出るまで　ボムを投入
金イクラ　３つ持ちが　最も美しい
シャケの攻撃　全て回避してこそ　バイトの達人
オカシラシャケ　倒せる時は　必ず倒せ
クマサン印　持ったら責任　イクラを運べ
ヘリコプター　通過時の　インクを確保
満潮の　ハシラコジャケ　優先度高し
納品箱の　上に立つな　迷惑行為
クリアした　後の評価　それが全て
カンストは　諦めない心と　運で掴む
野良の結束　伝説帯で　夢を見る
毎日の　バイトに感謝　それが社畜
サーモンラン　それは人生の　縮図なり
納品が遅いのは　イクラ投げが　足りない証拠
遠征は　計画的に　イクラはまとめて運べ
納品と処理　両方できてこそ　一人前
金イクラが　落ちてる場所を　常に記憶せよ
オオモノは　カゴに近づけてから　倒せ
インク切れ　センプクして　体勢を立て直せ
塗りは命　壁を塗らなきゃ　逃げ場はない
味方の　ピンチは　自分のピンチ
納品ボーナス　それが次の　WAVEへの希望
満潮は　ステージが狭い　処理優先
干潮は　遠征しても　納品は早く
イクラを　運ぶ喜び　それは貢献
遠征組　納品が遅いと　戦犯になる
カゴ前で　待ってる味方は　イライラMAX
納品ゼロ　それはやる気の　問題だ
ノルマ達成　残り１個の　プレッシャー
イクラ投げ　味方のウキワにも　届けてやれ
ウキワでも　カモンで位置を　知らせてやれ
納品を　急ぐあまり　デスをするな
金イクラは　時間とともに　消えていく
遠征は　オオモノを倒す　ついでに納品
納品ルート　塗り返されたら　もう一度塗る
カゴ前で　納品するのは　短射程の仕事
長射程は　遠くで処理し　イクラを投げろ
一人で　全てを背負うな　それがチーム
WAVE３　ラスト３０秒　全員納品
WAVE２　ノルマ達成　WAVE３への余裕
納品を　優先しすぎて　オオモノを放置するな
カゴ前で　オオモノを倒せば　神バイト
イクラを　投げる距離感　体に覚えさせろ
満潮時　テッパン誘導　それが神業
テッキュウ砲　納品のために　全てを使え
ナベブタは　バリアの外から　倒せ
ダイバーの　リングは　優先して塗れ
ヘビは　誘導して　仲間に任せろ
ハシラの　コジャケは　ボムで一掃
バクダンは　一撃で倒せ　それが鉄則
タワーは　放置すると　地獄を見る
カタパは　遠くからでも　必ず仕留めろ
テッパンは　動きを止めて　後ろから叩け
モグラは　カゴに近づくまで　待て
ラッシュは　金網の上で　仲間と固まれ
グリルの　誘導は　一人でやれ
霧の日は　仲間とはぐれるな　それがデス
カンケツセン　光を信じ　キンシャケを追い込め
タツマキは　イクラ投げで　ノルマ達成
ハコビヤは　箱を壊して　イクラを回収
ドロシャケは　ボムを投げれば　イクラを吐く
金シャケは　光を頼りに　追い詰めろ
オカシラは　弱点狙い　火力集中
オカシラは　倒すより先に　イクラを集めろ
オカシラは　倒せなくても　バイトは続く
オカシラは　倒した後に　ナイスと叫ぶ
オカシラは　倒した後の　報酬が全て
オカシラは　倒すために　スペシャルを使え
オカシラは　倒すために　仲間と連携
オカシラは　倒すために　イクラを投げる
オカシラは　倒すために　弱点を狙う
オカシラは　倒すために　全てを懸けろ

**追加分 (7) 伝説帯の真実**
でんせつは　腕より先に　運が試される
でんせつ帯　バッジは自己満　それが真実
でんせつ帯　バイトは地獄　それが日常
でんせつ帯　野良の結束　奇跡を信じろ
でんせつ帯　武器ガチャは　デスへの招待状
でんせつ帯　スペシャルは　命綱
でんせつ帯　イクラ投げは　必須スキル
でんせつ帯　タワーはな　即座に倒せ
でんせつ帯　カタパットは　絶対に許すな
でんせつ帯　テッキュウ砲台　最優先
でんせつ帯　オカシラは　倒せる時に倒せ
でんせつ帯　壁塗りを　怠るな
でんせつ帯　デスは　戦犯になる
でんせつ帯　納品優先　それが全て
でんせつ帯　遠征するな　カゴに近づけろ

**追加分 (8) 勝利の哲学**
勝つためには　デスをしない　それが哲学
勝つためには　納品を優先　それが哲学
勝つためには　オオモノ処理　それが哲学
勝つためには　仲間と連携　それが哲学
勝つためには　インク管理　それが哲学
勝つためには　壁塗りを　怠るな
勝つためには　スペシャルを　出し惜しみするな
勝つためには　イクラ投げを　ケチるな
勝つためには　焦りを捨てろ　それが哲学
勝つためには　冷静になれ　それが哲学
勝つためには　諦めない心　それが哲学
勝つためには　運を味方に　それが哲学
勝つためには　全てを懸けろ　それが哲学
勝つためには　楽しめ　それが哲学
勝つためには　ナイスを連打　それが哲学

**追加分 (9) イクラとコジャケ**
金イクラ　３つ持ちが　最も美しい
金イクラ　落ちてる場所を　常に記憶せよ
金イクラ　時間とともに　消えていく
金イクラ　遠くのイクラは　諦めも肝心
金イクラ　投げる距離感　体に覚えさせろ
コジャケはな　油断すると　命取りになる
コジャケはな　インク切れに　注意せよ
コジャケはな　壁を塗って　逃げろ
コジャケはな　スペシャルを　使わない
コジャケはな　倒すより先に　逃げろ

**追加分 (10) その他細かいあるある（合計1000個へ）**
WAVE間の　インターバルは　インク回復
WAVE間は　壁を塗れ　それが鉄則
WAVE間は　仲間に　ナイスと叫ぶ
WAVE間は　次のWAVEに　備えろ
